;model_name;config;dropout;train_loss;train_rmse;train_mae;train_mape;valid_loss;valid_rmse;valid_mae;valid_mape;test_rmse;test_mae;test_mape;epochs;batch_train;input_shape;total_time;time_step;splits
142;1_02_143_l-20_l-50_l-20_d-0.1;{'name': '02_143_l-20_l-50_l-20_d-0.1', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.419875672;0;0.400792206;0;0.193269165;0;0.35652483;0;0;0;0;Dez 30;8;(18240, [1], 44);499.4114039;0;2017-02-01 00:00:00+01:00
143;1_02_144_l-20_l-50_l-20_d-0.2;{'name': '02_144_l-20_l-50_l-20_d-0.2', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.482294559;0;0.456379528;0;0.219274686;0;0.372401952;0;0;0;0;Jul 30;8;(18240, [1], 44);329.8594322;0;2017-02-01 00:00:00+01:00
144;2_02_1_l-30;{'name': '02_1_l-30', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.394187675;0;0.388156479;0;0.232807153;0;0.395077384;0;0;0;0;Mai 30;8;(18240, [1], 44);49.67725325;0;2017-02-01 00:00:00+01:00
145;2_02_2_l-30_d-0.1;{'name': '02_2_l-30_d-0.1', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.396121295;0;0.382774863;0;0.151002568;0;0.321160424;0;0;0;0;17/30;8;(18240, [1], 44);148.6748142;0;2017-02-01 00:00:00+01:00
146;2_02_3_l-30_d-0.2;{'name': '02_3_l-30_d-0.2', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.458874629;0;0.437820807;0;0.260737449;0;0.423319538;0;0;0;0;Feb 30;8;(18240, [1], 44);42.96207213;0;2017-02-01 00:00:00+01:00
147;2_02_4_l-30_l-10;{'name': '02_4_l-30_l-10', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.426941373;0;0.406463201;0;0.312448136;0;0.455007621;0;0;0;0;Apr 30;8;(18240, [1], 44);131.5771513;0;2017-02-01 00:00:00+01:00
148;2_02_5_l-30_l-10_d-0.1;{'name': '02_5_l-30_l-10_d-0.1', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.432978468;0;0.413768349;0;0.25083245;0;0.413417736;0;0;0;0;Jun 30;8;(18240, [1], 44);169.773658;0;2017-02-01 00:00:00+01:00
149;2_02_6_l-30_l-10_d-0.2;{'name': '02_6_l-30_l-10_d-0.2', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.459337718;0;0.433691175;0;0.217637035;0;0.373442596;0;0;0;0;Sep 30;8;(18240, [1], 44);249.309377;0;2017-02-01 00:00:00+01:00
150;2_02_7_l-30_l-15;{'name': '02_7_l-30_l-15', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 15, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.369013499;0;0.358225069;0;0.224926668;0;0.392271122;0;0;0;0;21/30;8;(18240, [1], 44);530.6262147;0;2017-02-01 00:00:00+01:00
151;2_02_8_l-30_l-15_d-0.1;{'name': '02_8_l-30_l-15_d-0.1', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 15, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.411955542;0;0.391745208;0;0.211568378;0;0.379705842;0;0;0;0;Okt 30;8;(18240, [1], 44);265.2126791;0;2017-02-01 00:00:00+01:00
152;2_02_9_l-30_l-15_d-0.2;{'name': '02_9_l-30_l-15_d-0.2', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 15, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.438740875;0;0.416716772;0;0.227093686;0;0.38986132;0;0;0;0;Sep 30;8;(18240, [1], 44);263.4670842;0;2017-02-01 00:00:00+01:00
153;2_02_10_l-30_l-20;{'name': '02_10_l-30_l-20', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.418607956;0;0.399919415;0;0.206950704;0;0.377029656;0;0;0;0;M_r 30;8;(18240, [1], 44);141.4616041;0;2017-02-01 00:00:00+01:00
