;model_name;config;dropout;train_loss;train_rmse;train_mae;train_mape;valid_loss;valid_rmse;valid_mae;valid_mape;test_rmse;test_mae;test_mape;epochs;batch_train;input_shape;total_time;time_step;splits
10;model5_11_l-10_l-50_d-0.1;{'name': 'model5_11_l-10_l-50_d-0.1', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.1;0.5122465619999266;0.0;0.4572923003393139;0.0;0.20170911772195066;0.0;0.3540190905701406;0.0;0.0;0.0;0.0;5/50;16.0;(16184, [1], 76);24.166754961013794;0.0;[0.8]
11;model5_12_l-10_l-50_d-0.2;{'name': 'model5_12_l-10_l-50_d-0.2', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.2;0.5097200384890783;0.0;0.4540003914989264;0.0;0.17822928712841604;0.0;0.3377349270452367;0.0;0.0;0.0;0.0;7/50;16.0;(16184, [1], 76);31.467544078826904;0.0;[0.8]
12;model5_13_l-10_l-20;{'name': 'model5_13_l-10_l-20', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.0;0.4816767579699753;0.0;0.4287291005511661;0.0;0.1215526399359402;0.0;0.27242779705931647;0.0;0.0;0.0;0.0;5/50;16.0;(16184, [1], 76);33.80531668663025;0.0;[0.8]
13;model5_14_l-10_l-20_d-0.1;{'name': 'model5_14_l-10_l-20_d-0.1', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.1;0.5823190863876245;0.0;0.507760844968158;0.0;0.1496778654469417;0.0;0.30102688730648247;0.0;0.0;0.0;0.0;4/50;16.0;(16184, [1], 76);32.165528297424316;0.0;[0.8]
14;model5_15_l-10_l-20_d-0.2;{'name': 'model5_15_l-10_l-20_d-0.2', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.2;0.7045448135874696;0.0;0.5800121548149288;0.0;0.1733937005899699;0.0;0.324523289383638;0.0;0.0;0.0;0.0;3/50;16.0;(16184, [1], 76);27.715027332305908;0.0;[0.8]
15;model5_16_l-10_l-20_l-10;{'name': 'model5_16_l-10_l-20_l-10', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.0;0.5361212182914371;0.0;0.47787867417404767;0.0;0.17171207602403246;0.0;0.3191859465424377;0.0;0.0;0.0;0.0;7/50;16.0;(16184, [1], 76);49.13172435760498;0.0;[0.8]
16;model5_17_l-10_l-20_l-10_d-0.1;{'name': 'model5_17_l-10_l-20_l-10_d-0.1', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.1;0.5738583434285649;0.0;0.5017611348105891;0.0;0.14216719805216876;0.0;0.2928515690019225;0.0;0.0;0.0;0.0;7/50;16.0;(16184, [1], 76);54.43879270553589;0.0;[0.8]
17;model5_18_l-10_l-20_l-10_d-0.2;{'name': 'model5_18_l-10_l-20_l-10_d-0.2', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.2;0.6214431096628142;0.0;0.5329949762787306;0.0;0.13541083276677546;0.0;0.2898978480313084;0.0;0.0;0.0;0.0;6/50;16.0;(16184, [1], 76);44.9636435508728;0.0;[0.8]
18;model5_19_l-10_l-20_l-20;{'name': 'model5_19_l-10_l-20_l-20', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.0;0.5366216526517578;0.0;0.4750217132832123;0.0;0.1577532209990786;0.0;0.3109146006184049;0.0;0.0;0.0;0.0;5/50;16.0;(16184, [1], 76);39.851670026779175;0.0;[0.8]
19;model5_20_l-10_l-20_l-20_d-0.1;{'name': 'model5_20_l-10_l-20_l-20_d-0.1', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.1;0.5621738867610877;0.0;0.5000003073249376;0.0;0.1631067766494459;0.0;0.3157155828015639;0.0;0.0;0.0;0.0;8/50;16.0;(16184, [1], 76);51.4908401966095;0.0;[0.8]
20;model5_21_l-10_l-20_l-20_d-0.2;{'name': 'model5_21_l-10_l-20_l-20_d-0.2', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.2;0.5870475331632183;0.0;0.5141066438224908;0.0;0.132894837795434;0.0;0.28452362105397894;0.0;0.0;0.0;0.0;7/50;16.0;(16184, [1], 76);56.48262000083923;0.0;[0.8]
21;model5_22_l-10_l-20_l-50;{'name': 'model5_22_l-10_l-20_l-50', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.0;0.5354192076372938;0.0;0.4718001890094083;0.0;0.12070523210257145;0.0;0.2708976632814006;0.0;0.0;0.0;0.0;5/50;16.0;(16184, [1], 76);44.467451333999634;0.0;[0.8]
22;model5_23_l-10_l-20_l-50_d-0.1;{'name': 'model5_23_l-10_l-20_l-50_d-0.1', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.1;0.5188566070597973;0.0;0.4668619482419989;0.0;0.16129947578220968;0.0;0.31583113083154846;0.0;0.0;0.0;0.0;8/50;16.0;(16184, [1], 76);52.11152243614197;0.0;[0.8]
23;model5_24_l-10_l-20_l-50_d-0.2;{'name': 'model5_24_l-10_l-20_l-50_d-0.2', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.2;0.5830262390383242;0.0;0.5124667698542769;0.0;0.15860479821146714;0.0;0.3170438669253104;0.0;0.0;0.0;0.0;6/50;16.0;(16184, [1], 76);50.67018413543701;0.0;[0.8]
24;model5_25_l-10_l-50;{'name': 'model5_25_l-10_l-50', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.0;0.46118451771412705;0.0;0.41986614924352456;0.0;0.1468666896758841;0.0;0.30035119865200305;0.0;0.0;0.0;0.0;6/50;16.0;(16184, [1], 76);41.739548444747925;0.0;[0.8]
25;model5_26_l-10_l-50_d-0.1;{'name': 'model5_26_l-10_l-50_d-0.1', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.1;0.5017521059248776;0.0;0.4546043833968666;0.0;0.15239074510881806;0.0;0.3078297264505141;0.0;0.0;0.0;0.0;5/50;16.0;(16184, [1], 76);30.781375885009766;0.0;[0.8]
26;model5_27_l-10_l-50_d-0.2;{'name': 'model5_27_l-10_l-50_d-0.2', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.2;0.4761173249773764;0.0;0.43174582486799534;0.0;0.14767364199079647;0.0;0.3062109236817549;0.0;0.0;0.0;0.0;11/50;16.0;(16184, [1], 76);47.5404052734375;0.0;[0.8]
27;model5_28_l-10_l-50_l-10;{'name': 'model5_28_l-10_l-50_l-10', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.0;1.1821916478217496;0.0;0.8253297794458303;0.0;0.503980346674118;0.0;0.6018375887139009;0.0;0.0;0.0;0.0;6/50;16.0;(16184, [1], 76);33.79689025878906;0.0;[0.8]
28;model5_29_l-10_l-50_l-10_d-0.1;{'name': 'model5_29_l-10_l-50_l-10_d-0.1', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.1;0.5931054066811379;0.0;0.5153017857644997;0.0;0.14748002027189083;0.0;0.30184804474805843;0.0;0.0;0.0;0.0;9/50;16.0;(16184, [1], 76);66.85285758972168;0.0;[0.8]
29;model5_30_l-10_l-50_l-10_d-0.2;{'name': 'model5_30_l-10_l-50_l-10_d-0.2', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.2;0.6715064948040196;0.0;0.5667438255657519;0.0;0.1732469755455409;0.0;0.32420352470166613;0.0;0.0;0.0;0.0;8/50;16.0;(16184, [1], 76);67.23772549629211;0.0;[0.8]
30;model5_31_l-10_l-50_l-20;{'name': 'model5_31_l-10_l-50_l-20', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.0;0.8964310248643712;0.0;0.7077589434915774;0.0;0.49007066316893416;0.0;0.5887160462760689;0.0;0.0;0.0;0.0;1/50;16.0;(16184, [1], 76);29.175878286361694;0.0;[0.8]
31;model5_32_l-10_l-50_l-20_d-0.1;{'name': 'model5_32_l-10_l-50_l-20_d-0.1', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.1;0.5662797037926497;0.0;0.4975622153215856;0.0;0.13333819712521416;0.0;0.2871529636627967;0.0;0.0;0.0;0.0;8/50;16.0;(16184, [1], 76);68.5280499458313;0.0;[0.8]
32;model5_33_l-10_l-50_l-20_d-0.2;{'name': 'model5_33_l-10_l-50_l-20_d-0.2', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.2;0.6830181456936526;0.0;0.5751381689965799;0.0;0.19398386564363937;0.0;0.3539589149969639;0.0;0.0;0.0;0.0;6/50;16.0;(16184, [1], 76);52.39354586601257;0.0;[0.8]
33;model5_34_l-10_l-50_l-50;{'name': 'model5_34_l-10_l-50_l-50', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.0;0.4959281497394346;0.0;0.4384689260693209;0.0;0.14553088369770067;0.0;0.29392173558030976;0.0;0.0;0.0;0.0;5/50;16.0;(16184, [1], 76);48.476266860961914;0.0;[0.8]
34;model5_35_l-10_l-50_l-50_d-0.1;{'name': 'model5_35_l-10_l-50_l-50_d-0.1', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.1;0.5241779861568815;0.0;0.46874231777910247;0.0;0.12818110464970664;0.0;0.2822407880558236;0.0;0.0;0.0;0.0;8/50;16.0;(16184, [1], 76);67.91066884994507;0.0;[0.8]
35;model5_36_l-10_l-50_l-50_d-0.2;{'name': 'model5_36_l-10_l-50_l-50_d-0.2', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.2;0.6207567282108537;0.0;0.5335569589114454;0.0;0.17455602385620078;0.0;0.332371880254238;0.0;0.0;0.0;0.0;7/50;16.0;(16184, [1], 76);62.758278369903564;0.0;[0.8]
36;model5_37_l-10_l-100;{'name': 'model5_37_l-10_l-100', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 100, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.0;0.4988712018524954;0.0;0.4419491806416341;0.0;0.14516548095916462;0.0;0.2968574123881241;0.0;0.0;0.0;0.0;4/50;16.0;(16184, [1], 76);39.10407328605652;0.0;[0.8]
37;model5_38_l-10_l-100_d-0.1;{'name': 'model5_38_l-10_l-100_d-0.1', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 100, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.1;0.5186733444197142;0.0;0.4599563721360176;0.0;0.14800924957628445;0.0;0.2995786510850533;0.0;0.0;0.0;0.0;4/50;16.0;(16184, [1], 76);38.55809712409973;0.0;[0.8]
38;model5_39_l-10_l-100_d-0.2;{'name': 'model5_39_l-10_l-100_d-0.2', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 100, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.2;0.5341737952281356;0.0;0.47498148769066567;0.0;0.14966039587328633;0.0;0.3078868042050612;0.0;0.0;0.0;0.0;5/50;16.0;(16184, [1], 76);40.787158250808716;0.0;[0.8]
39;model5_40_l-10_l-100_l-10;{'name': 'model5_40_l-10_l-100_l-10', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 100, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.0;0.9352483877771717;0.0;0.7199768405062307;0.0;0.4899292800271201;0.0;0.5884888733525088;0.0;0.0;0.0;0.0;1/50;16.0;(16184, [1], 76);32.338314056396484;0.0;[0.8]
40;model5_41_l-10_l-100_l-10_d-0.1;{'name': 'model5_41_l-10_l-100_l-10_d-0.1', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 100, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.1;1.1765816884647193;0.0;0.8242538263940693;0.0;0.485047553665936;0.0;0.5822840867066147;0.0;0.0;0.0;0.0;5/50;16.0;(16184, [1], 76);32.745749711990356;0.0;[0.8]
41;model5_42_l-10_l-100_l-10_d-0.2;{'name': 'model5_42_l-10_l-100_l-10_d-0.2', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 100, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.2;0.5810316535051364;0.0;0.5079913240096477;0.0;0.16033824668311986;0.0;0.31478903829903887;0.0;0.0;0.0;0.0;14/50;16.0;(16184, [1], 76);104.23249435424805;0.0;[0.8]
42;model5_43_l-10_l-100_l-20;{'name': 'model5_43_l-10_l-100_l-20', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 100, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.0;0.49845338361947916;0.0;0.44885386021897583;0.0;0.13979849325363883;0.0;0.29003654586354105;0.0;0.0;0.0;0.0;8/50;16.0;(16184, [1], 76);56.380329608917236;0.0;[0.8]
43;model5_44_l-10_l-100_l-20_d-0.1;{'name': 'model5_44_l-10_l-100_l-20_d-0.1', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 100, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.1;0.582490996290712;0.0;0.5116331134686806;0.0;0.16972989636925187;0.0;0.32813410538405474;0.0;0.0;0.0;0.0;7/50;16.0;(16184, [1], 76);59.34492492675781;0.0;[0.8]
44;model5_45_l-10_l-100_l-20_d-0.2;{'name': 'model5_45_l-10_l-100_l-20_d-0.2', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 100, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.2;0.5892721231939324;0.0;0.510504567486836;0.0;0.1529134791805455;0.0;0.3078656080409442;0.0;0.0;0.0;0.0;10/50;16.0;(16184, [1], 76);64.8403332233429;0.0;[0.8]
45;model5_46_l-10_l-100_l-50;{'name': 'model5_46_l-10_l-100_l-50', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 100, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.0;0.9325734690679018;0.0;0.7168663876092036;0.0;0.487826349591781;0.0;0.5843188555376364;0.0;0.0;0.0;0.0;1/50;16.0;(16184, [1], 76);36.037121295928955;0.0;[0.8]
46;model5_47_l-10_l-100_l-50_d-0.1;{'name': 'model5_47_l-10_l-100_l-50_d-0.1', 'layers': [{'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 100, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 16, 'timesteps': 1};0.1;1.0883124958774437;0.0;0.7746625018797639;0.0;0.4872504525661173;0.0;0.5824308575379966;0.0;0.0;0.0;0.0;3/50;16.0;(16184, [1], 76);44.3051335811615;0.0;[0.8]
