idx,tbats_fc
596,7446.12078872745
597,7279.85155866389
598,7128.98836378576
599,7003.5789620176
600,6911.9838793343
601,6860.30693689371
602,6851.97941674227
603,6887.52629177945
604,6964.5305283834
605,7077.79773965536
606,7219.71003718232
607,7380.74505118711
608,7550.12460601691
609,7716.54889664438
610,7868.96622242387
611,7997.32569175611
612,8093.2616386325
613,8150.66320140131
614,8166.09013018952
615,8139.00650926632
616,8071.81656016633
617,7969.69998042344
618,7840.25805008447
619,7692.99471685502
620,7538.66793010724
621,7388.5554294705
622,7253.6851156443
623,7144.08237133496
624,7068.08561724844
625,7031.77683690795
626,7038.56580946168
627,7088.95636770442
628,7180.51069729751
629,7308.01405136786
630,7463.82863241462
631,7638.41260800476
632,7820.96884164198
633,8000.17910061894
634,8164.97378426798
635,8305.28467786638
636,8412.72940091089
637,8481.18097929055
638,8507.18369570095
639,8490.18684334855
640,8432.58052132942
641,8339.53101005304
642,8218.62690800474
643,8079.36020791387
644,7932.47766114724
645,7789.24659482356
646,7660.68527232336
647,7556.81023835427
648,7485.95190118384
649,7454.18504573371
650,7464.91308435285
651,7518.63433831354
652,7612.90632379608
653,7742.510478429
654,7899.80606350082
655,8075.24916482734
656,8258.0414297189
657,8436.86429164333
658,8600.64868199043
659,8739.32778445371
660,8844.52149637539
661,8910.10598273036
662,8932.62952165413
663,8911.54626730896
664,8849.2520253509
665,8750.91961839928
666,8624.14502795906
667,8478.42844896267
668,8324.52563946811
669,8173.71373891174
670,8037.02160531497
671,7924.4771412709
672,7844.42287334322
673,7802.94644025015
674,7803.46482056062
675,7846.49060749873
676,7929.59626851365
677,8047.57884515327
678,8192.81384490272
679,8355.7742142668
680,8525.67904591124
681,8691.22778950216
682,8841.36993448163
683,8966.05773191198
684,9056.93063882831
685,9107.88484222579
686,9115.48906980039
687,9079.21833297916
688,9001.48967160708
689,8887.49748285116
690,8744.85964080759
691,8583.09851972863
692,8412.99230585548
693,8245.84079127158
694,8092.69567953061
695,7963.60787295815
696,7866.94302598721
697,7808.81200178832
698,7792.65506093932
699,7819.00810894118
700,7885.46692456146
701,7986.85182081214
702,8115.56150872445
703,8262.09203984421
704,8415.68547506946
705,8565.06406710624
706,8699.19991361348
707,8808.06764178216
708,8883.32882443842
709,8918.90147567288
710,8911.37582578292
711,8860.24803663371
712,8767.9559195717
713,8639.71423040176
714,8483.16076233771
715,8307.83734434242
716,8124.54112128344
717,7944.59032255517
718,7779.05454499432
719,7638.00201110165
720,7529.81509896001
721,7460.62077859487
722,7433.87477447528
723,7450.12779178428
724,7506.98972718114
725,7599.29430679849
726,7719.45293126798
727,7857.973603541
728,8004.10957817096
729,8146.59352780241
730,8274.40718473517
731,8377.53400956892
732,8447.64359436671
733,8478.66114995099
734,8467.18326868333
735,8412.7116301134
736,8317.68871392335
737,8187.33308662049
738,8029.28548815726
739,7853.08982874426
740,7669.54446465921
741,7489.96796402598
742,7325.42939168239
743,7185.99556700591
744,7080.04659453299
745,7013.70630574705
746,6990.42642510006
747,7010.75280053642
748,7072.28962311135
749,7169.86407234525
750,7295.8801690136
751,7440.83771516415
752,7593.98095446773
753,7744.03274989312
754,7879.96424067805
755,7991.74752558492
756,8071.04008053565
757,8111.75426435505
758,8110.47309949392
759,8066.68399525496
760,7982.81448201637
761,7864.0675189512
762,7718.06760110782
763,7554.34178008963
764,7383.67096368916
765,7217.35570475058
766,7066.44651221398
767,6940.99113524743
768,6849.35011927734
769,6797.62727595507
770,6789.25387762038
771,6824.75491523753
772,6901.71334786056
773,7014.93477819482
774,7156.80133444772
775,7317.79064150477
776,7487.12451286315
777,7653.5031586413
778,7805.87487464699
779,7934.1887581862
780,8030.0791569155
781,8087.4352072333
782,8102.81664811156
783,8075.68757601879
784,8008.45221194725
785,7906.29024237567
786,7776.80295811724
787,7629.49430755975
788,7475.12222925726
789,7324.96447222045
790,7190.04893888074
791,7080.40100147884
792,7004.35908877715
793,6968.00518691518
794,6974.74906502294
795,7025.09456269689
796,7116.60386894403
797,7244.06222739649
798,7399.83184617804
799,7574.37089678666
800,7756.88223381334
801,7936.04762908142
802,8100.79748630722
803,8241.06358248007
804,8348.46354062029
805,8416.87039133318
806,8442.82840967964
807,8425.78689147128
808,8368.13594074388
809,8275.04183094121
810,8154.09316232457
811,8014.7819326893
812,7867.85488710995
813,7724.57935374045
814,7595.97360106792
815,7492.05416817585
816,7421.1514637128
817,7389.34027767291
818,7400.02401743554
819,7453.70100408344
820,7547.92875877122
821,7677.48871479161
822,7834.74013275319
823,8010.13910329385
824,8192.88726999538
825,8371.66606523123
826,8535.40642501635
827,8674.04152989177
828,8779.19127576219
829,8844.73183199476
830,8867.21147411377
831,8846.08435456713
832,8783.74628314236
833,8685.37008035134
834,8558.55172576898
835,8412.79141817777
836,8258.84491399281
837,8107.98935056046
838,7971.2535894568
839,7858.66553205635
840,7778.5677027232
841,7737.04774342684
842,7737.52263190131
843,7780.50495910662
844,7863.56719543691
845,7981.5063819486
846,8126.69802383807
847,8289.61507025048
848,8459.47661366401
849,8624.98210146611
850,8775.08102544028
851,8899.72563672687
852,8990.55539012234
853,9041.46647467325
854,9049.02761838246
855,9012.71383050372
856,8934.94215265504
857,8820.9069825043
858,8678.22619206078
859,8516.42215708523
860,8346.27306448094
861,8179.0787043478
862,8025.89078149905
863,7896.76019905302
864,7800.05260957581
865,7741.87887726544
866,7725.67926359501
867,7751.98967232508
868,7818.40588303638
869,7919.74820971288
870,8048.41536177875
871,8194.90339139691
872,8348.45436049078
873,8497.79052029683
874,8631.88396891342
875,8740.70933458942
876,8815.92818882053
877,8851.45854597756
878,8843.89063742975
879,8792.72062385054
880,8700.38631672531
881,8572.10247292863
882,8415.50688461897
883,8240.14138077444
884,8056.80310731612
885,7876.81029271566
886,7711.2325337181
887,7570.13805384975
888,7461.90923039815
889,7392.67303320625
890,7365.88518773073
891,7382.09639848068
892,7438.91656185701
893,7531.1794049341
894,7651.29632778396
895,7789.77533303791
896,7935.86967613889
897,8078.31202927856
898,8206.08412438791
899,8309.16942289922
900,8379.23751652138
901,8410.21361567119
902,8398.69431348247
903,8344.18128924126
904,8249.11702219799
905,8118.72007956988
906,7960.6312011278
907,7784.3942966343
908,7600.8077230137
909,7421.19004828203
910,7256.6103368213
911,7117.13540859234
912,7011.14536808925
913,6944.76404633938
914,6921.44316831576
915,6941.72858197793
916,7003.22447793129
917,7100.75803615662
918,7226.73327749428
919,7371.65000355406
920,7524.75245840869
921,7674.76350513427
922,7810.65428254702
923,7922.39688975549
924,8001.64880282444
925,8042.32238017741
926,8041.00064455873
927,7997.17100544296
928,7913.26099283025
929,7794.47356613799
930,7648.43322060944
931,7484.66700749547
932,7313.95583478733
933,7147.60025554162
934,6996.65077837305
935,6871.15515260653
936,6779.47392389348
937,6727.710903588
938,6719.29736414867
939,6754.75829677281
940,6831.67666024585
941,6944.85805735775
942,7086.68461655302
943,7247.63396247731
944,7416.92790868187
945,7583.26666552287
946,7735.59852859653
947,7863.87259523612
948,7959.72321333342
949,8017.03951910299
950,8032.38125152078
951,8005.21250728547
952,7937.93750723213
953,7835.73593782356
954,7706.20909009589
955,7558.86091230521
956,7404.44934297292
957,7254.25213132359
958,7119.29717968105
959,7009.6098602396
960,6933.52860196508
961,6897.13539091198
962,6903.83999615289
963,6954.14625747619
964,7045.61636382478
965,7173.03555876494
966,7328.76605060003
967,7503.26601078317
968,7685.73829383333
969,7864.86467174064
970,8029.57554819406
971,8169.80270010685
972,8277.16375065299
973,8345.53173042623
974,8371.45091440914
975,8354.37059855391
976,8296.68088689876
977,8203.54805280858
978,8082.5606966722
979,7943.21081629985
980,7796.24515668796
981,7652.93104610531
982,7524.28675306464
983,7420.32881657342
984,7349.38764538271
985,7317.5380295215
986,7328.1833762962
987,7381.82200688027
988,7476.01144247098
989,7605.53311629196
990,7762.74628903138
991,7938.10705137616
992,8120.81704684357
993,8299.5577078762
994,8463.25997054312
995,8601.85701532595
996,8706.9687381888
997,8772.4713085569
998,8794.91300190058
999,8773.74797071819
1000,8711.37202485822
1001,8612.95798478432
1002,8486.10183011366
1003,8340.30375969161
1004,8186.31952989091
1005,8035.42627809277
1006,7898.65286593723
1007,7786.02719476233
1008,7705.89178896043
1009,7664.33429056527
1010,7664.77167728024
1011,7707.7165400878
1012,7790.74134944598
1013,7908.64314638627
1014,8053.79743612242
1015,8216.67716786252
1016,8386.50143406541
1017,8551.96968213147
1018,8702.03140390576
1019,8826.63885051459
1020,8917.43147676363
1021,8968.30547175921
1022,8975.82956349516
1023,8939.47876123137
1024,8861.67010664349
1025,8747.59799739512
1026,8604.88030549917
1027,8443.03940677165
1028,8272.85348811598
1029,8105.6223396337
1030,7952.39766619078
1031,7823.23037090973
1032,7726.48610635681
1033,7668.27573678013
1034,7652.03952366062
1035,7678.31337075803
1036,7744.69305770039
1037,7845.99889848287
1038,7974.62960252817
1039,8121.08122204378
1040,8274.59581896725
1041,8423.89564453335
1042,8557.95279688223
1043,8666.74190427956
1044,8741.92453821932
1045,8777.41871311144
1046,8769.81466034423
1047,8718.60854058972
1048,8626.23816536978
1049,8497.91829158002
1050,8341.28671137802
1051,8165.88525377585
1052,7982.51106471731
1053,7802.48237267385
1054,7636.86877442208
1055,7495.73849351237
1056,7387.47390723295
1057,7318.20198545606
1058,7291.37845366356
1059,7307.55401636617
1060,7364.33856999201
1061,7456.56584164147
1062,7576.64723138925
1063,7715.09074189194
1064,7861.14962861909
1065,8003.55656376619
1066,8131.2932792877
1067,8234.34323664291
1068,8304.37602754572
1069,8335.31686243474
1070,8323.76233447108
1071,8269.2141229469
1072,8174.11470713302
1073,8043.68265427398
1074,7885.55870414797
1075,7709.2867665366
1076,7525.66519839145
1077,7346.012567737
1078,7181.39793897317
1079,7041.88813208785
1080,6935.86325158471
1081,6869.44712850799
1082,6846.09148785749
1083,6866.34217760337
1084,6927.8033883671
1085,7025.30230015577
1086,7151.24293382144
1087,7296.12509098918
1088,7449.19301575762
1089,7599.16957121546
1090,7735.02589619363
1091,7846.73408982605
1092,7925.95162819096
1093,7966.59086972612
1094,7965.23483720067
1095,7921.37094010347
1096,7837.42670844851
1097,7718.60510167737
1098,7572.53061504836
1099,7408.73029982591
1100,7237.98506402485
1101,7071.5954607175
1102,6920.61199853189
1103,6795.08242681594
1104,6703.36729123735
1105,6651.57040316344
1106,6643.12303507514
1107,6678.5501781866
1108,6755.43479129641
1109,6868.58247721625
1110,7010.37536440793
1111,7171.29107753021
1112,7340.55143015552
1113,7506.85663265768
1114,7659.15498064608
1115,7787.39557147459
1116,7883.21275305294
1117,7940.49566160896
1118,7955.80403613862
1119,7928.60197335884
1120,7861.29369411806
1121,7759.05888489859
1122,7629.49883675499
1123,7482.11749795685
1124,7327.6728070446
1125,7177.44251326137
1126,7042.45451894468
1127,6932.73419630737
1128,6856.61997433395
1129,6820.19383909276
1130,6826.86555967454
1131,6877.13897588634
1132,6968.57627668515
1133,7095.96270565495
1134,7251.66047111782
1135,7426.12774454115
1136,7608.56738046126
1137,7787.66115088695
1138,7952.33945952166
1139,8092.53408329565
1140,8199.86264540156
1141,8268.19817644775
1142,8294.08495143354
1143,8276.97226632965
1144,8219.25022518916
1145,8126.08510139339
1146,8005.06549534964
1147,7865.68340488311
1148,7718.68557500648
1149,7575.33933400684
1150,7446.66295041209
1151,7342.67296324573
1152,7271.69978127698
1153,7239.81819455016
1154,7250.43161038751
1155,7304.03834998052
1156,7398.1959345419
1157,7527.68579731097
1158,7684.86719899376
1159,7860.19623029277
1160,8042.87453474081
1161,8221.58354479816
1162,8385.25419654957
1163,8523.8196704921
1164,8628.89986260736
1165,8694.37094233637
1166,8716.78118516479
1167,8695.58474360831
1168,8633.17742753127
1169,8534.73205741257
1170,8407.84461288655
1171,8262.0152928145
1172,8107.99985358433
1173,7957.07543259425
1174,7820.27089150026
1175,7707.61413165553
1176,7627.44767746923
1177,7585.8591709911
1178,7586.26558993962
1179,7629.17952531389
1180,7712.17344758796
1181,7830.04439780838
1182,7975.16788120534
1183,8138.01684700301
1184,8307.81038767521
1185,8473.24795063866
1186,8623.27902775443
1187,8747.85587016383
1188,8838.61793268871
1189,8889.46140445138
1190,8896.95501346067
1191,8860.5737689925
1192,8782.73471273846
1193,8668.63224237715
1194,8525.88422993734
1195,8364.01305125098
1196,8193.79689323646
1197,8026.53554601105
1198,7873.28071445662
1199,7744.08330171063
1200,7647.30896035495
1201,7589.06855465353
1202,7572.80234610225
1203,7599.04623847633
1204,7665.39601141962
1205,7766.67197894218
1206,7895.2728504821
1207,8041.69467826259
1208,8195.17952423614
1209,8344.44963965275
1210,8478.47712266824
1211,8587.23660156317
1212,8662.38964784671
1213,8697.85427594434
1214,8690.22071725928
1215,8638.98513247861
1216,8546.58533313972
1217,8418.23607615306
1218,8261.57515369122
1219,8086.14439478168
1220,7902.74094538307
1221,7722.68303398175
1222,7557.04025736967
1223,7415.88083911201
1224,7307.58715651182
1225,7238.2861794566
1226,7211.433633443
1227,7227.58022299646
1228,7284.33584456029
1229,7376.53422524964
1230,7496.58676515388
1231,7635.00146694466
1232,7781.03158610628
1233,7923.40979484883
1234,8051.11782514174
1235,8154.13913845902
1236,8224.14332652908
1237,8255.05559980546
1238,8243.4725514639
1239,8188.89586081104
1240,8093.76800713252
1241,7963.3075576875
1242,7805.15525226857
1243,7628.85500067207
1244,7445.20515986413
1245,7265.52429788362
1246,7100.88147914507
1247,6961.34352365091
1248,6855.2905359191
1249,6788.84634700844
1250,6765.46268193319
1251,6785.68538867775
1252,6847.11865787807
1253,6944.58966955567
1254,7070.50244457676
1255,7215.35678458083
1256,7368.39693368085
1257,7518.34575497968
1258,7654.17438732254
1259,7765.85492985764
1260,7845.04485867734
1261,7885.65653223359
1262,7884.27297330978
1263,7840.38159140881
1264,7756.40991655881
1265,7637.56090821555
1266,7491.45906165131
1267,7327.63142814458
1268,7156.85891572433
1269,6990.44207747679
1270,6839.43142204399
1271,6713.8746987879
1272,6622.13245339009
1273,6570.3084972318
1274,6561.83410280796
1275,6597.23426134653
1276,6674.09193165993
1277,6787.21271657379
1278,6928.97874456366
1279,7089.86764030209
1280,7259.10121737538
1281,7425.37968617101
1282,7577.65134231211
1283,7705.86528316633
1284,7801.65585665705
1285,7858.91219902574
1286,7874.1940492821
1287,7846.96550415662
1288,7779.63078451131
1289,7677.36957684216
1290,7547.78317221723
1291,7400.37551891963
1292,7245.90455550336
1293,7095.64803122505
1294,6960.63384843562
1295,6850.88737936146
1296,6774.74705300048
1297,6738.29485543439
1298,6744.94055576737
1299,6795.18799381983
1300,6886.59935856207
1301,7013.95989359143
1302,7169.63180724331
1303,7344.07327099832
1304,7526.4871394061
1305,7705.55518448868
1306,7870.20780996266
1307,8010.37679277156
1308,8117.67975612117
1309,8185.98973063299
1310,8211.85099131949
1311,8194.7128341645
1312,8136.96536323415
1313,8043.77485192286
1314,7922.72990065096
1315,7783.32250725667
1316,7636.29941676568
1317,7492.92795747806
1318,7364.22639793465
1319,7260.21127717188
1320,7189.21300397191
1321,7157.30636839193
1322,7167.89477776705
1323,7221.47655330162
1324,7315.60921622116
1325,7445.0741997778
1326,7602.23076469036
1327,7777.53500167408
1328,7960.18855427452
1329,8138.87285496469
1330,8302.51883984202
1331,8441.05968941622
1332,8546.11529968161
1333,8611.56184009178
1334,8633.94758614502
1335,8612.72669036962
1336,8550.29496264247
1337,8451.825223455
1338,8324.9134524541
1339,8179.05984851352
1340,8025.02016803367
1341,7874.07154842521
1342,7737.24285135658
1343,7624.56197819333
1344,7544.37145335706
1345,7502.75891890986
1346,7503.14135258254
1347,7546.03134538654
1348,7629.0013678082
1349,7746.84846090635
1350,7891.94812992345
1351,8054.77332409589
1352,8224.54313590971
1353,8389.95701279381
1354,8539.96444662145
1355,8664.51768854606
1356,8755.25619340163
1357,8806.07615032259
1358,8813.54628732981
1359,8777.1416137113
1360,8699.27917117068
1361,8585.15335739856
