"","x"
"291",6687.40759793005
"292",6679.74888413175
"293",6618.42186026037
"294",6647.02112622551
"295",6867.39418463852
"296",7329.09928152783
"297",7742.83112948093
"298",8000.55675647988
"299",8114.7773523957
"300",8254.41078753804
"301",8107.71709624849
"302",8039.79020983667
"303",8014.59590270733
"304",7913.22357323034
"305",7824.96755778203
"306",7775.82888098453
"307",7877.09417381895
"308",7859.85127327556
"309",7641.04061460913
"310",7384.85597657155
"311",7152.95451208153
"312",7008.77660133033
"313",6805.75685743361
"314",6736.30496113423
"315",6721.38588039199
"316",6707.27565665038
"317",6628.01465437844
"318",6678.6401420727
"319",6914.42342036784
"320",7339.03537188204
"321",7731.11762477355
"322",7965.88176386214
"323",8082.32770291776
"324",8226.39265833452
"325",8003.75443881761
"326",7900.5898082737
"327",7823.3814571115
"328",7686.64515327997
"329",7580.52510750672
"330",7547.02399388431
"331",7720.09280592846
"332",7749.43259701893
"333",7576.26716787684
"334",7356.94490595765
"335",7149.91764528582
"336",6989.12074117596
"337",6812.30267351551
"338",6748.99825503347
"339",6754.76595785306
"340",6741.46766824817
"341",6667.57665544229
"342",6704.90348884402
"343",6936.17908428981
"344",7369.14551186606
"345",7764.66731578932
"346",7980.35002262678
"347",8041.65733277684
"348",8111.05100797656
"349",7898.87128168309
"350",7766.26370586288
"351",7664.2902886077
"352",7511.13727899277
"353",7409.60283682012
"354",7397.01104935822
"355",7624.40972686291
"356",7667.47315114244
"357",7472.79224738926
"358",7255.30776071564
"359",7065.85814092715
"360",6928.48519192999
"361",6747.14747602672
"362",6683.19753429155
"363",6669.65877341635
"364",6663.0538983772
"365",6579.19662086931
"366",6625.91869846574
"367",6885.27210015432
"368",7321.81148413622
"369",7721.45623152736
"370",7912.00623496637
"371",7965.36673882473
"372",8037.10274137795
"373",7804.4007806381
"374",7691.32978453342
"375",7592.12088574578
"376",7476.73541879293
"377",7380.19374125061
"378",7370.20957133558
"379",7559.82995560737
"380",7599.4476330618
"381",7393.632042977
"382",7195.0620876488
"383",6985.87471166774
"384",6832.19377830641
"385",6614.37834884026
"386",6476.39286045305
"387",6496.78302480306
"388",6474.85866418134
"389",6383.83531490678
"390",6427.2543587528
"391",6661.72448054896
"392",7079.77642050334
"393",7477.00176048428
"394",7727.14890033938
"395",7887.84170726727
"396",8039.29170585567
"397",7890.57379521348
"398",7847.7522034222
"399",7788.60280015141
"400",7706.29204872854
"401",7629.92623694526
"402",7569.81942285014
"403",7674.36856987435
"404",7669.50828860514
"405",7472.48021129252
"406",7272.26875079362
"407",7086.2620770224
"408",6942.86161554343
"409",6755.13300152394
"410",6678.62768572858
"411",6665.10761968848
"412",6663.65081565663
"413",6572.10015483648
"414",6619.20530984786
"415",6846.11868725043
"416",7292.56913688924
"417",7723.10509135543
"418",7950.93668191237
"419",8048.16055153478
"420",8161.7150564959
"421",7966.12514702272
"422",7887.85583149539
"423",7821.31299382552
"424",7691.04152130258
"425",7601.28711255191
"426",7544.38546059644
"427",7678.31829039585
"428",7747.943023011
"429",7577.39807646536
"430",7362.38354870785
"431",7173.89448782395
"432",7024.98451858201
"433",6833.37443825977
"434",6726.25697478281
"435",6742.36843957062
"436",6731.81369919773
"437",6639.21757775193
"438",6691.16552881557
"439",6909.78593033829
"440",7347.06997924276
"441",7739.41884177156
"442",7939.28934477605
"443",8021.750821021
"444",8103.72016851107
"445",7893.23078172969
"446",7767.80164138614
"447",7678.20964936443
"448",7560.02795024729
"449",7460.38245406073
"450",7423.89945095787
"451",7520.64327858399
"452",7612.70178155559
"453",7440.75779625016
"454",7220.09062808897
"455",7016.36294802163
"456",6844.65466634772
"457",6662.95350599948
"458",6652.73729264692
"459",6654.00224835865
"460",6644.90534022878
"461",6565.35641133936
"462",6629.87591490089
"463",6860.81897607264
"464",7280.51078422986
"465",7676.3249418021
"466",7868.76963536522
"467",7931.096860534
"468",8020.81772731258
"469",7834.90593570531
"470",7750.45849291268
"471",7696.3753310879
"472",7584.19063883029
"473",7483.74531311164
"474",7422.95498385429
"475",7518.50973526797
"476",7552.51239199985
"477",7352.28231799548
"478",7088.22361504312
"479",6883.98344816951
"480",6740.86527664345
"481",6522.63455780842
"482",6436.25511889405
"483",6426.9016167873
"484",6410.18942585597
"485",6315.78098060603
"486",6368.55651035963
"487",6583.45540775877
"488",7030.05221371665
"489",7423.71619840825
"490",7667.46745015473
"491",7810.90632893102
"492",7941.90863268138
"493",7780.06545995049
"494",7705.14358236703
"495",7660.74220608517
"496",7553.39277824483
"497",7439.92715561441
"498",7382.24004866213
"499",7454.87352558744
"500",7473.52045576503
"501",7254.22609848514
"502",7031.48144691049
"503",6830.68620294811
"504",6656.56562245498
"505",6441.71612319631
"506",6397.57595501873
"507",6375.35041398124
"508",6371.78807984829
"509",6298.62489738775
"510",6329.65141325472
"511",6584.00710516439
"512",7006.84992956981
"513",7423.63103734608
"514",7630.78407437229
"515",7751.25754056725
"516",7876.92164999988
"517",7692.66486714194
"518",7634.70802193524
"519",7588.51442899843
"520",7495.39207011877
"521",7408.61249679463
"522",7366.7209014806
"523",7432.2678906857
"524",7500.70196147715
"525",7295.5422368167
"526",7065.05911162572
"527",6856.27121741409
"528",6715.18285403614
"529",6541.59384179387
"530",6481.47961339552
"531",6471.42762366286
"532",6471.58565505538
"533",6414.34641215362
"534",6472.52206633641
"535",6715.25048999924
"536",7155.78875369097
"537",7553.13169648069
"538",7714.14604406042
"539",7732.92647687205
"540",7778.56390493493
"541",7549.3136881483
"542",7416.56303139928
"543",7332.63774653245
"544",7230.82756069621
"545",7145.58569872699
"546",7128.08870420336
"547",7188.12075001167
"548",7226.54462821301
"549",7031.84291531439
"550",6805.90851618739
"551",6625.42338181794
"552",6519.39043368442
"553",6388.42969690593
"554",6314.84980250277
"555",6349.3487338395
"556",6343.27261732352
"557",6310.31675501158
"558",6383.74200646899
"559",6651.08977625681
"560",7080.685575302
"561",7520.155543079
"562",7764.94355099717
"563",7905.77616410626
"564",8040.33847620899
"565",7887.54840117208
"566",7826.37706370644
"567",7801.01852035958
"568",7709.41122612517
"569",7656.50496563177
"570",7626.99518854935
"571",7672.55246211188
"572",7728.2371853098
"573",7524.41479191324
"574",7274.89018067405
"575",7099.10245643129
"576",6934.87302358614
"577",6755.26131796584
"578",6682.04654321235
"579",6673.36935308313
"580",6680.79214183831
"581",6619.36282789994
"582",6666.62735100024
"583",6907.82914298731
"584",7340.08727145564
"585",7734.7988777825
"586",7949.2202764361
"587",8049.30434110358
"588",8122.31091253663
"589",7939.75254200244
"590",7841.34696373997
"591",7775.1294583467
"592",7648.46251773635
"593",7546.31124656871
"594",7493.61206182235
"595",7599.35507555086
"596",7708.22519781638
"597",7532.81771524927
"598",7309.60500668559
"599",7116.52863698866
"600",6961.42645469045
"601",6780.88989900783
"602",6660.53828831933
"603",6650.68369884983
"604",6630.46670420012
"605",6535.33058101247
"606",6588.59834458894
"607",6821.69053210576
"608",7249.90423542068
"609",7642.76266934747
"610",7812.94887830325
"611",7874.87700916792
"612",7938.39010207526
"613",7729.34852756991
"614",7622.7288875305
"615",7560.93667940492
"616",7453.74389152484
"617",7357.31867822907
"618",7306.87598047104
"619",7405.19508272649
"620",7517.70765389983
"621",7352.65870257343
"622",7160.44528670008
"623",6983.24132249628
"624",6842.18649339993
"625",6662.2552182652
"626",6644.4379674145
"627",6646.55810392482
"628",6644.66588650863
"629",6547.53888080137
"630",6601.55660876156
"631",6834.00226432769
"632",7277.29686669468
"633",7654.6866480178
"634",7828.51646926526
"635",7879.90855121728
"636",7916.48981625297
"637",7688.159572331
"638",7588.97404121552
"639",7501.73006016772
"640",7382.97091684393
"641",7269.45553356068
"642",7241.09724332965
"643",7346.99595054299
"644",7381.0587206409
"645",7158.91477613585
"646",6930.03517556984
"647",6731.21720199681
"648",6614.23362214274
"649",6441.30050026685
"650",6359.56394424665
"651",6332.74685853695
"652",6374.90830887493
"653",6401.0883439246
"654",6508.35096798143
"655",6758.19489495762
"656",7181.41188884013
"657",7636.3856871109
"658",7874.42251306541
"659",8014.4847472377
"660",8135.12668815793
"661",7959.20377068783
"662",7864.01479878924
"663",7788.10912961063
"664",7797.92924471706
"665",7763.66023041229
"666",7654.4998630048
"667",7677.48376702566
"668",7650.74493240569
"669",7458.67379147625
"670",7249.02097536387
"671",7054.82420417279
"672",6910.86344808944
"673",6694.95817437272
"674",6294.11312316786
"675",6268.08814911517
"676",6260.79635490394
"677",6170.98477972804
"678",6206.19345207411
"679",6435.62498887957
"680",6890.7184396997
"681",7275.52985226583
"682",7494.57536308746
"683",7607.10627971526
"684",7737.68016292878
"685",7588.93836820577
"686",7552.43554503882
"687",7497.25402601304
"688",7401.48563375882
"689",7320.63799943862
"690",7244.16121258889
"691",7341.90763422673
"692",7311.84136582139
"693",7102.89828390936
"694",6837.33442329648
"695",6604.39188296324
"696",6429.38471143337
"697",6228.67534596632
"698",6121.03212586769
"699",6089.01324678233
"700",6077.48674810576
"701",5983.80824932739
"702",6023.47465528216
"703",6260.34990347273
"704",6684.55109459118
"705",7142.23781154503
"706",7395.30798308625
"707",7548.60574598295
"708",7676.56693950946
"709",7505.93254916356
"710",7432.64395034422
"711",7373.57966114758
"712",7265.43234923684
"713",7185.83408853522
"714",7130.76511430824
"715",7229.09325548395
"716",7323.90519681
"717",7139.78813906291
"718",6950.92416633848
"719",6753.34475377466
"720",6620.24022248782
"721",6441.48934128842
"722",6346.1473816104
"723",6345.50527444273
"724",6333.77332495664
"725",6227.09953013232
"726",6253.98143583823
"727",6488.864191271
"728",6912.50890484974
"729",7296.22406911538
"730",7490.87381949656
"731",7549.73609909769
"732",7615.32699522523
"733",7437.44652980884
"734",7351.31395185806
"735",7303.88631604188
"736",7198.13457477358
"737",7106.38400175298
"738",7052.25174903084
"739",7157.17666680836
"740",7197.82487331006
"741",7017.71453941081
"742",6798.79600190324
"743",6579.99467189468
"744",6451.7816627098
"745",6241.87707219576
"746",6163.76497740719
"747",6168.98004831834
"748",6165.03755068468
"749",6074.21300101876
"750",6105.86923677233
"751",6318.20892675375
"752",6793.63847065283
"753",7167.46092128265
"754",7361.43147034361
"755",7427.56811969357
"756",7468.06376311157
"757",7274.29780914503
"758",7231.12471554952
"759",7223.48524023178
"760",7177.36542312752
"761",7126.10355893047
"762",7112.22880593892
"763",7212.41390254939
"764",7207.98220105483
"765",7032.76161236083
"766",6811.36461062175
"767",6585.73054178613
"768",6436.29712627145
"769",6232.30654440358
"770",6130.77153042847
"771",6119.8049963829
"772",6109.29838176344
"773",6012.99038136209
"774",6071.55453272907
"775",6319.59221283841
"776",6780.57965210004
"777",7150.32312419382
"778",7373.10623345938
"779",7475.75271073938
"780",7590.17287983532
"781",7411.11745556114
"782",7352.37466769839
"783",7316.62742388328
"784",7296.68574239556
"785",7291.67285599662
"786",7244.22633073484
"787",7270.44953213882
"788",7241.71787212576
"789",7020.53171612383
"790",6754.35915817334
"791",6556.86981320496
"792",6409.36161914513
"793",6227.8696541833
"794",6193.4674499111
"795",6200.82434373036
"796",6194.49047608626
"797",6081.39712675856
"798",6136.44024322282
"799",6346.8416505429
"800",6755.56473440851
"801",7182.31598965613
"802",7425.36853994411
"803",7576.30871469173
"804",7743.82303135042
"805",7606.37552374489
"806",7567.22571666108
"807",7550.11796231875
"808",7460.13331111586
"809",7367.12052062024
"810",7307.5861053193
"811",7367.69605023814
"812",7337.3670581073
"813",7134.06115555686
"814",6901.21603946541
"815",6685.61358494624
"816",6517.04231437396
"817",6325.85983145229
"818",6282.00292063657
"819",6248.22266182399
"820",6247.59060082541
"821",6161.56262171718
"822",6214.31501517574
"823",6435.59024654553
"824",6883.3547847109
"825",7318.26918197636
"826",7532.82454418097
"827",7658.01985130878
"828",7786.28011631438
"829",7643.83415719287
"830",7589.90261199726
"831",7554.70345274852
"832",7446.72684533143
"833",7349.67466651376
"834",7304.67683926893
"835",7376.2674651943
"836",7410.88760878093
"837",7207.61547299778
"838",6961.21259468926
"839",6749.34951827754
"840",6601.53483168791
"841",6422.14433088029
"842",6386.45279383952
"843",6371.8251255227
"844",6375.01461234958
"845",6293.42944918131
"846",6343.98748290197
"847",6599.89186655256
"848",7019.57784840843
"849",7364.19233893833
"850",7574.61132024684
"851",7691.13074543487
"852",7787.62496989417
"853",7628.25774882696
"854",7572.57893350042
"855",7535.50199800922
"856",7449.22090823441
"857",7368.28098884877
"858",7290.82358512452
"859",7338.20037592514
"860",7301.9301031832
"861",7107.41342325437
"862",6830.89744749702
"863",6609.309114292
"864",6411.36484176525
"865",6192.84675555559
"866",6118.55033605751
"867",6085.73447560602
"868",6065.25450364705
"869",5957.76462405634
"870",6004.02045899529
"871",6218.02142937249
"872",6660.96166683653
"873",7071.3107709442
"874",7300.2779298711
"875",7434.66731608312
"876",7566.70221649782
"877",7402.23544618724
"878",7350.2431643763
"879",7306.9267620977
"880",7218.09668723136
"881",7125.15773481792
"882",7062.99356798979
"883",7126.86914357144
"884",7092.51837385787
"885",6881.53979497442
"886",6657.70737269336
"887",6443.53688079157
"888",6244.26550666215
"889",6108.87980073452
"890",5962.58063779059
"891",5970.10914174182
"892",5999.59071824999
"893",5920.76531576782
"894",5963.19577191245
"895",6203.64881204901
"896",6685.15702047321
"897",7069.83056361167
"898",7262.23434611652
"899",7346.04535401408
"900",7450.75685377543
"901",7264.87097382764
"902",7200.37220123396
"903",7141.06660923257
"904",7035.59379445508
"905",6951.57147512312
"906",6901.9095206306
"907",7018.51376617056
"908",7128.13492270222
"909",6977.93769632692
"910",6795.08020000918
"911",6623.66232435763
"912",6493.81468456501
"913",6318.16164759999
"914",6268.29717047767
"915",6259.77045377848
"916",6270.7820752064
"917",6194.94867399478
"918",6244.37238779451
"919",6496.72923908297
"920",6917.70185848556
"921",7252.39983911
"922",7417.21583981237
"923",7472.35595879015
"924",7528.06391151874
"925",7322.77886052031
"926",7221.45979670883
"927",7146.49448455399
"928",7025.07705556478
"929",6930.57814077632
"930",6876.02557124812
"931",7015.17846286316
"932",7117.83120037256
"933",6978.1150228139
"934",6778.06792905486
"935",6595.25266643739
"936",6447.81211057309
"937",6260.91586548371
"938",6158.61755110144
"939",6147.37561340861
"940",6166.47849255276
"941",6100.52130201521
"942",6156.65219729519
"943",6395.05831722683
"944",6761.76046222168
"945",7174.59533986273
"946",7348.67073571721
"947",7399.59547359395
"948",7478.73450374102
"949",7279.7245870685
"950",7171.39012979168
"951",7114.68014670271
"952",6974.40539494765
"953",6878.50453149919
"954",6819.15278443202
"955",6938.95759571532
"956",7071.40302292976
"957",6897.82452301106
"958",6701.52909711384
"959",6535.37850784681
"960",6403.76747410947
"961",6224.56031589198
"962",6235.68518950119
"963",6229.78302874013
"964",6239.09674056518
"965",6162.93901107095
"966",6217.14876983282
"967",6490.37073940853
"968",6864.53742789672
"969",7263.56336400437
"970",7404.02794017289
"971",7447.65639173276
"972",7521.36809683924
"973",7320.22753811583
"974",7217.52791722803
"975",7129.87045387158
"976",7013.44421164472
"977",6914.91530110667
"978",6856.56524136558
"979",6943.79081199519
"980",7077.10240460609
"981",6939.5128440695
"982",6746.43354090526
"983",6572.57096044107
"984",6431.11974843203
"985",6270.02846374823
"986",6210.24417347118
"987",6231.28706999318
"988",6241.48421374307
"989",6168.45599669628
"990",6229.56046444824
"991",6482.50792064256
"992",6862.18583261504
"993",7244.95486086067
"994",7386.40959557294
"995",7418.68706067901
"996",7478.31642211964
"997",7275.08796930312
"998",7170.36818199674
"999",7105.32128365544
"1000",6981.33331495012
"1001",6885.86377943785
"1002",6826.85023570023
"1003",6928.74079018035
"1004",7081.53787610594
"1005",6955.85706435282
"1006",6761.78835385853
"1007",6588.75698962707
"1008",6438.65672729825
"1009",6283.85154710771
"1010",6243.17124632522
"1011",6235.18239400734
"1012",6227.30292852603
"1013",6148.95089273319
"1014",6215.68141963619
"1015",6442.57621413631
"1016",6810.95244162984
"1017",7197.23708709427
"1018",7334.53774556841
"1019",7397.42544048264
"1020",7472.70044131898
"1021",7268.08569853244
"1022",7167.93401492384
"1023",7094.45922659764
"1024",6963.5706918828
"1025",6866.80686693212
"1026",6816.68729767949
"1027",6926.26918328162
"1028",7031.51298439065
"1029",6894.0898583511
"1030",6694.52527014009
"1031",6523.46090024883
"1032",6388.2287859707
"1033",6235.05765223965
"1034",6176.79763133154
"1035",6178.51320694866
"1036",6192.21559151869
"1037",6120.41129009947
"1038",6179.68893854363
"1039",6408.28275344484
"1040",6801.68964240424
"1041",7188.33660247629
"1042",7313.91043344557
"1043",7365.51301113738
"1044",7419.31506164006
"1045",7229.52461449651
"1046",7131.13840707837
"1047",7063.22092569524
"1048",6925.57897824473
"1049",6827.56863577817
"1050",6754.8371244779
"1051",6880.01650369055
"1052",7020.33753812843
"1053",6884.54242916624
"1054",6686.02266612942
"1055",6510.21682048014
"1056",6356.16862538671
"1057",6180.07544617146
"1058",6085.05812296966
"1059",6091.07686578462
"1060",6073.39057891633
"1061",6007.79527647432
"1062",6064.93806845112
"1063",6307.71102220856
"1064",6694.50754052584
"1065",7054.17102239479
"1066",7179.63153920016
"1067",7209.92350691427
"1068",7251.99715737407
"1069",7042.8340059764
"1070",6936.87688849026
"1071",6871.02197622568
"1072",6756.44894203188
"1073",6684.42063932541
"1074",6659.15498843821
"1075",6754.04901711766
"1076",6846.68315700204
"1077",6693.92718579594
"1078",6492.00950983973
"1079",6300.77992756863
"1080",6148.49188339266
"1081",5970.34408223406
"1082",5902.95823398424
"1083",5911.75775906663
"1084",5913.40299658734
"1085",5823.9298409637
"1086",5856.31535004056
"1087",6086.81735040111
"1088",6506.91927872466
"1089",6967.04591633938
"1090",7230.43431444858
"1091",7409.56570269079
"1092",7554.28663611172
"1093",7421.28942926366
"1094",7378.69020449492
"1095",7334.34509748773
"1096",7236.76398776732
"1097",7137.05658369537
"1098",7067.11172008282
"1099",7109.23743340682
"1100",7068.21716233749
"1101",6865.54644789286
"1102",6632.40915341323
"1103",6412.1707675955
"1104",6233.21639715982
"1105",6042.36877605867
"1106",5928.75281123972
"1107",5902.94043549404
"1108",5903.33090124006
"1109",5797.61740573529
"1110",5847.28196621621
"1111",6058.78912848925
"1112",6454.45981686724
"1113",6875.93928910803
"1114",7118.38957181288
"1115",7223.85846013153
"1116",7334.34418334303
"1117",7158.71786089041
"1118",7086.46644039456
"1119",7036.73138558568
"1120",6908.84180447214
"1121",6803.09588683411
"1122",6770.07490651403
"1123",6855.14751702937
"1124",6931.35348296686
"1125",6766.57827265441
"1126",6526.01787544089
"1127",6332.62038907378
"1128",6181.50212923249
"1129",5988.13412219315
"1130",5999.19839307706
"1131",6000.1478694213
"1132",5997.93589259327
"1133",5910.02943735049
"1134",5946.31998638477
"1135",6143.14870156485
"1136",6530.50532178438
"1137",6973.26999795013
"1138",7194.31461932081
"1139",7294.48537501976
"1140",7427.50153740387
"1141",7241.02055489652
"1142",7159.23659896009
"1143",7093.58559461322
"1144",6974.49318188659
"1145",6866.29248492394
"1146",6806.22640533661
"1147",6903.99082023657
"1148",6984.60137356554
"1149",6813.74914607413
"1150",6591.90106771138
"1151",6404.56785815596
"1152",6253.0109376784
"1153",6079.23502526839
"1154",6033.18963707366
"1155",6018.87921934591
"1156",5990.79518417826
"1157",5900.12033979254
"1158",5940.668373085
"1159",6178.43076118591
"1160",6569.3022101764
"1161",6994.32163120362
"1162",7207.53143529497
"1163",7326.86161878508
"1164",7444.07808480862
"1165",7306.30310293655
"1166",7263.0048050186
"1167",7201.73907572986
"1168",7113.92280992746
"1169",7047.80222949246
"1170",6982.77454824046
"1171",7046.95491155236
"1172",7057.17708213024
"1173",6915.85290592323
"1174",6698.81414372325
"1175",6454.52861057481
"1176",6320.03932368
"1177",6159.02353851673
"1178",6095.85111652446
"1179",6099.18582193192
"1180",6084.38921034036
"1181",6012.66520108545
"1182",6070.75330011614
"1183",6314.52133848132
"1184",6749.79552612762
"1185",7180.39477367318
"1186",7441.19166676936
"1187",7566.86671893067
"1188",7689.12635700538
"1189",7519.26023541507
"1190",7459.76795072993
"1191",7420.53503256544
"1192",7307.17393002491
"1193",7229.44044307159
"1194",7150.54039078119
"1195",7215.84037536274
"1196",7216.42743061383
"1197",7016.99736129515
"1198",6778.04889994545
"1199",6573.87646020209
"1200",6434.82997939422
"1201",6235.87072826798
"1202",6162.09525014994
"1203",6133.98428229339
"1204",6112.04006579643
"1205",6070.622619503
"1206",6117.65721939319
"1207",6328.07284683123
"1208",6726.16045497561
"1209",7127.9640325097
"1210",7319.59132517206
"1211",7425.49259862845
"1212",7506.51161524939
"1213",7313.12076925493
"1214",7226.44277118718
"1215",7147.39463619658
"1216",7028.67677193429
"1217",6910.42455071862
"1218",6849.95893291447
"1219",6937.20894417889
"1220",7034.77243977216
"1221",6867.52799562848
"1222",6649.49376484554
"1223",6477.5138276121
"1224",6292.68690541891
"1225",6113.48411738947
"1226",5982.25504560301
"1227",5981.32673010767
"1228",5963.6902520022
"1229",5867.80841718838
"1230",5932.87924534152
"1231",6164.34331694873
"1232",6541.50100402276
"1233",6988.14107344384
"1234",7235.13666463689
"1235",7363.97445451711
"1236",7503.04022505326
"1237",7360.04036174013
"1238",7295.61163050087
"1239",7241.93460269628
"1240",7121.00419888935
"1241",7028.86509105123
"1242",6968.56131997667
"1243",7046.15117851268
"1244",7105.09076398524
"1245",6894.92953338613
"1246",6659.5614810995
"1247",6430.39571058931
"1248",6289.04008234486
"1249",6108.66314523887
