;model_name;config;dropout;train_loss;train_rmse;train_mae;train_mape;valid_loss;valid_rmse;valid_mae;valid_mape;test_rmse;test_mae;test_mape;epochs;batch_train;input_shape;total_time;time_step;splits
0;01_1_l-5;{'name': '01_1_l-5', 'layers': [{'type': 'lstm', 'cells': 5, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.0;0.4959535489320172;0.0;0.4367378578830731;0.0;0.1735561420965384;0.0;0.32633637007848737;0.0;0.0;0.0;0.0;6/30;8.0;(18240, [1], 1);26.553343057632446;0.0;2017-02-01 00:00:00+01:00
1;01_2_l-5_d-0.1;{'name': '01_2_l-5_d-0.1', 'layers': [{'type': 'lstm', 'cells': 5, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.5291421190197805;0.0;0.4625028816129391;0.0;0.19758855474483744;0.0;0.35043620711944085;0.0;0.0;0.0;0.0;5/30;8.0;(18240, [1], 1);22.537715196609497;0.0;2017-02-01 00:00:00+01:00
2;01_3_l-5_d-0.2;{'name': '01_3_l-5_d-0.2', 'layers': [{'type': 'lstm', 'cells': 5, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.5536514117733244;0.0;0.4790618193719797;0.0;0.18208586157855103;0.0;0.33484463146152466;0.0;0.0;0.0;0.0;4/30;8.0;(18240, [1], 1);22.86379098892212;0.0;2017-02-01 00:00:00+01:00
3;01_4_l-5_l-10;{'name': '01_4_l-5_l-10', 'layers': [{'type': 'lstm', 'cells': 5, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.0;0.5159830320290782;0.0;0.4582264667617876;0.0;0.2181456790687598;0.0;0.36777929415959015;0.0;0.0;0.0;0.0;6/30;8.0;(18240, [1], 1);42.53246831893921;0.0;2017-02-01 00:00:00+01:00
4;01_5_l-5_l-10_d-0.1;{'name': '01_5_l-5_l-10_d-0.1', 'layers': [{'type': 'lstm', 'cells': 5, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.5226258737925571;0.0;0.4661305736190754;0.0;0.20450082939453096;0.0;0.35707466536315907;0.0;0.0;0.0;0.0;6/30;8.0;(18240, [1], 1);139.13537430763245;0.0;2017-02-01 00:00:00+01:00
5;01_6_l-5_l-10_d-0.2;{'name': '01_6_l-5_l-10_d-0.2', 'layers': [{'type': 'lstm', 'cells': 5, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.5483715241257174;0.0;0.48088832930539194;0.0;0.2109714679444503;0.0;0.36462073556654023;0.0;0.0;0.0;0.0;3/30;8.0;(18240, [1], 1);136.76234340667725;0.0;2017-02-01 00:00:00+01:00
6;01_7_l-5_l-15;{'name': '01_7_l-5_l-15', 'layers': [{'type': 'lstm', 'cells': 5, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 15, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.0;0.4859403789361526;0.0;0.4347902176995647;0.0;0.18868211584917285;0.0;0.3396745479273561;0.0;0.0;0.0;0.0;9/30;8.0;(18240, [1], 1);202.54197001457214;0.0;2017-02-01 00:00:00+01:00
7;01_8_l-5_l-15_d-0.1;{'name': '01_8_l-5_l-15_d-0.1', 'layers': [{'type': 'lstm', 'cells': 5, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 15, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.5202453508933551;0.0;0.4635591944117965;0.0;0.2084805603525111;0.0;0.36121625733447443;0.0;0.0;0.0;0.0;8/30;8.0;(18240, [1], 1);190.86286067962646;0.0;2017-02-01 00:00:00+01:00
8;01_9_l-5_l-15_d-0.2;{'name': '01_9_l-5_l-15_d-0.2', 'layers': [{'type': 'lstm', 'cells': 5, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 15, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.559203863168174;0.0;0.49432922676900043;0.0;0.20707797066598574;0.0;0.35856351014553456;0.0;0.0;0.0;0.0;2/30;8.0;(18240, [1], 1);118.22339844703674;0.0;2017-02-01 00:00:00+01:00
9;01_10_l-5_l-20;{'name': '01_10_l-5_l-20', 'layers': [{'type': 'lstm', 'cells': 5, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.0;0.488079967499512;0.0;0.4365991361729245;0.0;0.18515769778873378;0.0;0.3379074405029155;0.0;0.0;0.0;0.0;10/30;8.0;(18240, [1], 1);268.1711413860321;0.0;2017-02-01 00:00:00+01:00
